Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region
Katie Gatti Tassin,katie-gatti-tassin,Money with Katie,https://www.instagram.com/moneywithkatie,Video - Instagram,,,,,,,Personal Finance,National - US,Money & Work,,,US,National
Katie Harbath,katie-harbath,Anchor Change,https://anchorchange.substack.com,Newsletter - Substack,,,,,,,"Politics, World",National - US,"Power & Politics, General News",,,US,National
Kaya Yurieff,kaya-yurieff,Scalable,https://scalablepod.co,Newsletter - Beehiiv,,,,,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast
Kaylee Jo Flores,kaylee-jo-flores,Kaylee Jo Chicago,https://www.tiktok.com/@kayleejochicago,Video - TikTok,,,,,,,"Things to do, Restaurants, Museums, Food, Local News","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Keah Brown,keah-brown,Keah Brown,https://www.instagram.com/keah_maria,Video - Instagram,,,,,,,Identity/Belonging,"New York, NY",Social Issues,New York,NY,US,Northeast
Keith Edwards,keith-edwards,Keith's Debate Club,https://www.youtube.com/@keithedwards,Video - YouTube,Video - TikTok,,,,,,Politics,"Washington, D.C.",Power & Politics,Washington,D.C.,,
Kelly Coyne,kelly-coyne,Guilty Pleasures,https://kellymariecoyne.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/kelly_coyne/?hl=en,,,,,"Culture, Gender","Washington, D.C.","Social Issues, Culture & Media",Washington,D.C.,,
Kelly Kimball,kelly-kimball,Kelly Kimball,https://thisweekonice.substack.com/podcast,Podcast,Video - Instagram,https://www.instagram.com/kellyruthk,,,,,"Human Rights, Politics","New York, NY","Power & Politics, Social Issues",New York,NY,US,Northeast
Kelton Wright,kelton-wright,Shangri-logs,https://shangrilogs.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/shangrilogs/?hl=en,,,,,"Climate/Environment, Local News, Outdoors, Home","Montana, U.S. ","Civic Life, Science, Health & Environment, Lifestyle & Personal Life",Montana,U.S.,,
Ken Klippenstein,ken-klippenstein,Ken Klippenstein,https://www.kenklippenstein.com,Newsletter - Substack,Social - BlueSky,https://blueskydirectory.com/profiles/kenklippenstein.bsky.social,,,,,"Politics, National Security",National - US,Power & Politics,,,US,National
Ken White,ken-white,The PopeHat Report,https://www.popehat.com,Newsletter - Beehiiv,,,,,,,Law/Legal Issues,"Los Angeles, CA",Power & Politics,Los Angeles,CA,US,West
Kennedy Claire Bloom,kennedy-claire-bloom,KeninChicago,https://www.tiktok.com/@keninchicago,Video - TikTok,,,,,,,"Things to do, Restaurants, Lifestyle, Food, Fashion, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Kenny Beecham,kenny-beecham,KOT4Q,https://www.youtube.com/@KOT4Q,Video - YouTube,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National
Kerstin Hasse,kerstin-hasse,Hasse Mit Liebe,https://www.hassemitliebe.com,Newsletter - Beehiiv,,,,,,,"Health/Wellness, Fashion",Switzerland,"Science, Health & Environment, Lifestyle & Personal Life",,,,Switzerland
Kevin Cirilli,kevin-cirilli,Meet the Future,https://mtf.tv,Newsletter - Substack,,,,,,,Tech,"Washington, D.C.",Money & Work,Washington,D.C.,,
Kim Iversen,kim-iversen,Kim Iversen,https://www.youtube.com/channel/UCoJTOwZxbvq8Al8Qat2zgTA,Video - YouTube,Social - Twitter / X,,,,,,"Politics, Foreign Policy",California - US,Power & Politics,,CA,US,West
Kim Zetter,kim-zetter,Zero Day,https://www.zetter-zeroday.com,Newsletter - Ghost,,,,,,,"Tech, National Security, Investigative",National - US,"Power & Politics, Money & Work, Journalism Formats",,,US,National
Kofie Yeboah,kofie-yeboah,Kofie,https://www.youtube.com/channel/UCMHtVwCWo88DFzF6PikFOfQ,Video - YouTube,,,,,,,"Sports, Culture",National - US,"Culture & Media, Lifestyle & Personal Life",,,US,National
Kris McDaniel,kris-mcdaniel,LittleTechGirl,https://littletechgirl.com,Website,,,,,,,"Tech, Home, Design","Chicago, IL","Money & Work, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Kristen Panthagani,kristen-panthagani,You Can Know Things,https://youcanknowthings.com,Newsletter - Substack,,,,,,,"Health/Wellness, Science",Connecticut,"Science, Health & Environment",,,,Connecticut
Kristen Wile,kristen-wile,Unpretentious Palate,https://unpretentiouspalate.com,Website,,,,,,,"Food, Local News","Charlotte, NC","Civic Life, Lifestyle & Personal Life",Charlotte,NC,US,South
Kristin Kobes DuMez,kristin-kobes-dumez,Du Mez CONNECTIONS,https://kristindumez.substack.com,Newsletter - Substack,,,,,,,"Faith/Religion, Gender","Grand Rapids, MI",Social Issues,Grand Rapids,MI,US,Midwest
Kristy Drutman,kristy-drutman,browngirl_green,https://www.instagram.com/browngirl_green,Video - Instagram,,,,,,,"Climate/Environment, Tech","Los Angeles, CA","Science, Health & Environment, Money & Work",Los Angeles,CA,US,West
Krystal Ball,krystal-ball,Breaking Points,https://www.youtube.com/c/breakingpoints,Video - YouTube,,,,,,,Politics,Virginia - US,Power & Politics,,VA,US,South
Kyle Chan,kyle-chan,High Capacity,https://www.highcapacity.org,Newsletter - Substack,,,,,,,"Tech, World","Washington, D.C.","Money & Work, General News",Washington,D.C.,,
Kyle Eberly,kyle-eberly,Sitreps to Steercos,https://www.instagram.com/sitreps2steercos,Video - Instagram,,,,,,,Careers,"Austin, TX",Money & Work,Austin,TX,US,South
Kyle Hill,kyle-hill,Kyle Hill,https://www.youtube.com/@KyleHill,Video - YouTube,,,,,,,Science,"Los Angeles, CA","Science, Health & Environment",Los Angeles,CA,US,West
Kyle Kulinski,kyle-kulinski,Secular Talk,https://www.youtube.com/@SecularTalk,Video - YouTube,,,,,,,Politics,"New York, NY",Power & Politics,New York,NY,US,Northeast
Kyle Lybarger,kyle-lybarger,Kyle Lybarger,https://www.tiktok.com/@nativeplanttok,Video - TikTok,Video - Instagram,https://www.instagram.com/nativehabitatproject,,,,,"Climate/Environment, Explanatory",Alabama - US,"Science, Health & Environment, Journalism Formats",,AL,US,South
Lachlan Cartwright,lachlan-cartwright,Breaker Media,https://www.breakermedia.com,Newsletter - Beehiiv,Social - Twitter / X,https://x.com/LachCartwright,,,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast
Lamenuel Scales,lamenuel-scales,Hood News 75,https://www.instagram.com/hood_news_75,Video - Instagram,Video - TikTok,https://www.tiktok.com/@hood_news_75,,,,,"Local News, Comedy","Cincinnati, OH","Civic Life, Culture & Media",Cincinnati,OH,US,Midwest
Latoya Allen,latoya-allen,The Strategy Files,https://thestrategyfiles.beehiiv.com,Newsletter - Beehiiv,,,,,,,Fashion,National - US,Lifestyle & Personal Life,,,US,National
Laura Belin,laura-belin,BleedingHeartland,https://www.bleedingheartland.com,Website,,,,,,,"Politics, Policy, Local News, Government Accountability","Iowa, U.S.","Power & Politics, Civic Life",Iowa,U.S.,,
Laura O'Dea,laura-odea,"Laura O'Dea, M.A.",https://www.instagram.com/_lauraodea.ma,Video - Instagram,Video - TikTok,https://www.tiktok.com/@_lauraodea.ma,,,,,"Mental Health, Law/Legal Issues, Politics","San Diego, CA","Power & Politics, Science, Health & Environment",San Diego,CA,US,West
Laura Paskus,laura-paskus,Laura Paskus,https://laurapaskus215494.substack.com,Newsletter - Substack,Social - Twitter / X,,,,,,"Climate/Environment, Local News, Government Accountability","New Mexico, U.S. ","Power & Politics, Civic Life, Science, Health & Environment",New Mexico,U.S.,,
Laura Weffer Cifuentes,laura-weffer-cifuentes,Esta es la Cosa,https://estaeslacosa.com,Website,,,,,,,"Local News, Politics, Government Accountability","Atlanta, GA","Power & Politics, Civic Life",Atlanta,GA,US,South
Lauren,lauren,Mamas and Messes,https://www.instagram.com/mamasandmesses,Video - Instagram,,,,,,,Parenting,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Lauren Finney Harden,lauren-finney-harden,Lauren Finney Harden,https://www.instagram.com/laurenfinneyharden,Video - Instagram,,,,,,,"Fashion, Parenting, Day in a Life","Atlanta, GA","Journalism Formats, Lifestyle & Personal Life",Atlanta,GA,US,South
Laurie Collins,laurie-collins,DC City Girl,https://www.instagram.com/dccitygirl,Video - Instagram,,,,,,,Photography,"Washington, D.C.",Culture & Media,Washington,D.C.,,
Lawrence Pintak,lawrence-pintak,Mystic Worldview with Lawrence Pintak,https://lawrencepintak.substack.com,Newsletter - Substack,,,,,,,"Faith/Religion, World",Washington - US,"Social Issues, General News",,Washington,United States,West
Lawrence Schlossman,lawrence-schlossman,Throwing Fits,https://www.throwingfits.com,Podcast,Video - Instagram,https://www.instagram.com/sartoriallyinc/?hl=en,,,,,Fashion,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Lee Fang,lee-fang,Lee Fang,https://www.leefang.com,Newsletter - Substack,Social - Twitter / X,,,,,,"Investigative, Politics, Policy","San Francisco, CA","Power & Politics, Journalism Formats",San Francisco,CA,US,West
Leeja Miller,leeja-miller,Leeja Miller,https://www.youtube.com/@LeejaMiller,Video - YouTube,Newsletter - Substack,,,,,,"Law/Legal Issues, Media/Power","Minneapolis, MN","Power & Politics, Culture & Media",Minneapolis,MN,US,Midwest
Lenny Rachitsky,lenny-rachitsky,Lenny's Podcast,https://www.youtube.com/@LennysPodcast,Video - YouTube,,,,,,,Tech,National - US,Money & Work,,,US,National
Leonardo Puglisi,leonardo-puglisi,Leonardo Puglisi,https://www.youtube.com/@6NewsAU,Video - YouTube,,,,,,,General News,Australia,General News,,,Australia,International
Les Leopold,les-leopold,Wall Street's War on Workers,https://lesleopold.substack.com,Newsletter - Substack,,,,,,,"Labor/Workers Rights, Finance/Economics","New York, NY",Money & Work,New York,NY,US,Northeast
Lex Roman,lex-roman,Journalists Pay Themselves,https://www.paidnewsletterplaybook.com,Newsletter - Beehiiv,,,,,,,Media/Power,National - US,Culture & Media,,,US,National
Lia Haberman,lia-haberman,ICYMI,https://liahaberman.substack.com,Newsletter - Substack,,,,,,,"Tech, Media/Power, Internet Culture","Los Angeles, CA","Money & Work, Culture & Media",Los Angeles,CA,US,West
Libby Rasmussen,libby-rasmussen,Libby Living Colorfully,https://www.instagram.com/libbylivingcolorfully,Video - Instagram,Video - TikTok,,,,,,Vintage,Virginia - US,Lifestyle & Personal Life,,VA,US,South
Libby Ward,libby-ward,libbywardofficial,https://www.tiktok.com/@libbywardofficial,Video - TikTok,Video - Instagram,,,,,,"Health/Wellness, Motherhood, Parenting",National - US,"Science, Health & Environment, Lifestyle & Personal Life",,,US,National
Lina Lecaro,lina-lecaro,Lina Lecaro,https://linalecaro.substack.com,Newsletter - Substack,,,,,,,"Entertainment/Hollywood, Music, Culture, Local News, Things to Do","Los Angeles, CA","Civic Life, Culture & Media, Lifestyle & Personal Life",Los Angeles,CA,US,West
Lincoln Mitchel,lincoln-mitchel,Counter Craft,https://countercraft.substack.com,Newsletter - Substack,,,,,,,Books/Writing,"New York, NY",Culture & Media,New York,NY,US,Northeast
Lindsay Gibbs,lindsay-gibbs,Power Plays,https://www.powerplays.news,Newsletter - Substack,Website,https://www.burnitalldownpod.com,,,,,"Sports, Gender, Activism",North Carolina - US,"Social Issues, Lifestyle & Personal Life",,NC,US,South
Lindsey Stanberry,lindsey-stanberry,The Purse,https://www.thepurse.co,Newsletter - Ghost,,,,,,,"Personal Finance, Careers, Motherhood","New York, NY","Money & Work, Lifestyle & Personal Life",New York,NY,US,Northeast
Link Lauren,link-lauren,Link Lauren,https://www.tiktok.com/@itslinklauren,Video - TikTok,,,,,,,General News,National - US,General News,,,US,National
Lisa Bennett,lisa-bennett,Savor the World,https://lisabennett.substack.com,Newsletter - Substack,Website,https://lisabennettwrites.com,,,,,"Climate/Environment, Positive News","San Francisco, CA","Science, Health & Environment, General News",San Francisco,CA,US,West
Liz Plank,liz-plank,Airplane Mode,https://lizplank.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/feministabulous,,,,,"Dating/Romance, Gender","New York, NY","Social Issues, Lifestyle & Personal Life",New York,NY,US,Northeast
Long Island Wise Guy,long-island-wise-guy,Long Island Wise Guy,https://www.instagram.com/longislandwiseguy,Video - Instagram,,,,,,,"Comedy, Local News","New York, NY","Civic Life, Culture & Media",New York,NY,US,Northeast
Lorraine Adams,lorraine-adams,Lorraine Adams,https://lorraineadams1.substack.com,Newsletter - Substack,,,,,,,General News,"New York, NY",General News,New York,NY,US,Northeast
Louie Woodall,louie-woodall,Climate Proof,https://www.climateproof.news,Newsletter - Beehiiv,,,,,,,Climate/Environment,Alabama - US,"Science, Health & Environment",,AL,US,South
Louis Rossmann,louis-rossmann,Louis Rossmann,https://www.youtube.com/@rossmanngroup,Video - YouTube,,,,,,,Tech,"Austin, TX",Money & Work,Austin,TX,US,South
Lucas Amin,lucas-amin,Democracy for Sale,https://democracyforsale.substack.com,Newsletter - Substack,,,,,,,"Investigative, Politics, Government Accountability",United Kingdom,"Power & Politics, Journalism Formats",,,United Kingdom,International
Lucy Blakiston,lucy-blakiston,Shit You Should Care About,https://www.instagram.com/shityoushouldcareabout,Video - Instagram,,,,,,,"Explanatory, General News",New Zealand,"General News, Journalism Formats",,,New Zealand,International
Lucy Ritzmann,lucy-ritzmann,FWIW,https://www.fwiw.news,Newsletter - Substack,,,,,,,Politics,National - US,Power & Politics,,,US,National
Luke McFadden,luke-mcfadden,F.V. Southern Girl,https://www.tiktok.com/@fvsoutherngirl,Video - TikTok,,,,,,,"Food, Local News, Day in a life",Maryland - US,"Civic Life, Journalism Formats, Lifestyle & Personal Life",,MD,US,South
Lyz Lenz,lyz-lenz,Lyz,https://lyz.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/lyzlenz/?hl=en,,,,,"Gender, Politics, Culture","Iowa, U.S.","Power & Politics, Social Issues, Culture & Media",Iowa,U.S.,,
M. Nolan Gray,m-nolan-gray,Arbitrary Lines,https://mnolangray.substack.com,Newsletter - Substack,,,,,,,"Policy, Urban planning",California - US,"Power & Politics, Civic Life",,CA,US,West
M.G. Siegler,mg-siegler,500ish,https://spyglass.org,Website,,,,,,,Tech,United Kingdom,Money & Work,,,United Kingdom,International
Mac Cumpian,mac-cumpian,Mac Facts NYC,https://www.instagram.com/macfactsnyc,Video - Instagram,Video - TikTok,https://www.tiktok.com/@macfactsnyc,,,,,"Museums, Things to do","New York, NY","Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast
Maddie Brannon,maddie-brannon,maddy the b,https://www.instagram.com/maddytheb,Video - Instagram,Video - TikTok,,,,,,Estate sales,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Maddie Smith,maddie-smith,On The Move with Mad,https://www.instagram.com/onthemovewithmad,Video - Instagram,,,,,,,"Travel, Things to do","Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Maddy Myers,maddy-myers,Mothership,https://www.mothership.blog,Newsletter - Ghost,,,,,,,"Games/Gaming, Gender",National - US,"Social Issues, Culture & Media",,,US,National
Madeline Hill,madeline-hill,Sports Gossip Show,https://www.sportsgossipshow.com,Newsletter - Substack,,,,,,,Sports,"Los Angeles, CA",Lifestyle & Personal Life,Los Angeles,CA,US,West
Madeline Pendleton,madeline-pendleton,Madeline Pendleton,https://www.tiktok.com/@madeline_pendleton,Video - TikTok,Podcast,,,,,,"Politics, Business, Personal Finance","New York, NY","Power & Politics, Money & Work",New York,NY,US,Northeast
Maggie Sellers Reum,maggie-sellers-reum,Hot Smart Rich,https://hotsmartrich.com,Website,Video - TikTok,,,,,,"Business, Personal Finance",National - US,Money & Work,,,US,National
Marc Elias,marc-elias,Democracy Docket,https://www.youtube.com/democracydocket,Video - YouTube,,,,,,,"Politics, Government Accountability","Washington, D.C.",Power & Politics,Washington,D.C.,,
Marc Rubinstein,marc-rubinstein,Net Interest,https://www.netinterest.co,Newsletter - Substack,,,,,,,Finance/Economics,United Kingdom,Money & Work,,,United Kingdom,International
Marcy Wheeler,marcy-wheeler,emptywheel,https://www.emptywheel.net,Website,,,,,,,National Security,Ireland,Power & Politics,,,Ireland,International
Margaret Sullivan,margaret-sullivan,American Crisis,https://margaretsullivan.substack.com,Newsletter - Substack,Social - Twitter / X,https://x.com/Sulliview,,,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast
Margot De Broglie,margot-de-broglie,Conversations on Money,https://www.instagram.com/margotdebroglie,Video - Instagram,,,,,,,"Finance/Economics, Culture",United Kingdom,"Money & Work, Culture & Media",,,United Kingdom,International
Maria Hinojosa,maria-hinojosa,Futuro Media,https://futuromediagroup.org,Website,,,,,,,"Immigration, Identity/Belonging","New York, NY",Social Issues,New York,NY,US,Northeast
Marianna Limas,marianna-limas,Science Writing,https://sciencewriting.substack.com,Newsletter - Substack,,,,,,,"Science, Careers, Architecture",Brazil,"Science, Health & Environment, Money & Work, Culture & Media",,,Brazil,International
Marianne Dhenin,marianne-dhenin,Marianne Dhenin,https://newsletter.mariannedhenin.com,Newsletter - Ghost,,,,,,,"Activism, Labor/Workers Rights",National - US,"Social Issues, Money & Work",,,US,National
Marina Mogilko,marina-mogilko,Silicon Valley Girl,https://www.youtube.com/channel/UCiq1FIgtEK7LRAOB1JXTPig,Video - YouTube,Video - Instagram,,,,,,"Explanatory, Tech","San Francisco, CA","Money & Work, Journalism Formats",San Francisco,CA,US,West
Marion Nestle,marion-nestle,Food Politics,https://www.foodpolitics.com,Website,,,,,,,Food,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Mark Bittman,mark-bittman,The Bittman Project,https://bittmanproject.substack.com,Newsletter - Substack,,,,,,,"Food, Health/Wellness, Labor/Workers Rights",New York - US,"Science, Health & Environment, Money & Work, Lifestyle & Personal Life",,New York,United States,Northeast
Mark Bowden,mark-bowden,The Behavior Panel,https://www.youtube.com/@thebehaviorpanel,Video - YouTube,,,,,,,"Politics, General News, Crime",National - US,"Power & Politics, Civic Life, General News",,,US,National
Mark Hertling,mark-hertling,Hertling's Analysis,https://markhertling.substack.com,Newsletter - Substack,,,,,,,"National Security, History","Orlando, FL","Power & Politics, Culture & Media",Orlando,FL,US,South
Mark Jacob,mark-jacob,Stop the Presses,https://www.stopthepresses.news,Newsletter - Substack,,,,,,,Media/Power,"Chicago, IL",Culture & Media,Chicago,IL,US,Midwest
Mark Langowski,mark-langowski,Body By Mark,https://www.instagram.com/bodybymark,Video - Instagram,Video - TikTok,,,,,,"Health/Wellness, Fitness",National - US,"Science, Health & Environment, Lifestyle & Personal Life",,,US,National
Mark Manson,mark-manson,Subtle Art of Not Giving a F*ck,https://markmanson.net/podcast,Podcast,,,,,,,Explanatory,California - US,Journalism Formats,,CA,US,West
Mark Simon,mark-simon,The Journalism Salute,https://pod.link/journalismsalute,Podcast,,,,,,,Media/Power,Pennsylvania - US,Culture & Media,,PA,US,Northeast
Mark Trahant,mark-trahant,Mark Trahant,https://marktrahant.substack.com,Newsletter - Substack,,,,,,,"Identity/Belonging, Policy","Phoenix, AZ","Power & Politics, Social Issues",Phoenix,AZ,US,West
Mark Zuckerman,mark-zuckerman,Nats Journal,https://natsjournal.com,Newsletter - Substack,,,,,,,Sports,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Marton Barcza,marton-barcza,TechAltar,https://www.youtube.com/@TechAltar,Video - YouTube,,,,,,,Tech,Germany,Money & Work,,,Germany,International
Masuma Ahuja,masuma-ahuja,Future Possible,https://futurepossible.substack.com,Newsletter - Substack,,,,,,,"Finance/Economics, Tech",Dubai,Money & Work,,,,Dubai
Mathew Ingram,mathew-ingram,Mathew Ingram,https://torment-nexus.mathewingram.com,Newsletter - Ghost,,,,,,,"Tech, Media/Power",Canada,"Money & Work, Culture & Media",,,Canada,International
Matika Wilbur,matika-wilbur,All My Relations Podcast,https://www.allmyrelationspodcast.com,Podcast,,,,,,,"Culture, Identity/Belonging","Seatlle, WA","Social Issues, Culture & Media",Seatlle,WA,US,West
Matt,matt,Remote Queer,https://remotequeer.co,Newsletter - Ghost,,,,,,,"Travel, LGBTQIA",Australia,"Social Issues, Lifestyle & Personal Life",,,Australia,International
Matt Bernstein,matt-bernstein,mattxiv,https://www.instagram.com/mattxiv,Video - Instagram,,,,,,,"LGBTQIA, Politics, Internet Culture","New York, NY","Power & Politics, Social Issues, Culture & Media",New York,NY,US,Northeast
Matt Binder,matt-binder,Matt Binder,https://www.youtube.com/c/MattBinder,Video - YouTube,,,,,,,"Culture, Politics","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast
Matt Buxton,matt-buxton,The Alaska Memo,www.akmemo.com,Newsletter - Other,,,,,,,"Politics, Local News",Alaska - US,"Power & Politics, Civic Life",,AK,US,West
Matt Cameron,matt-cameron,DEPORTNATION,https://deportnation.com,Newsletter - Substack,,,,,,,"Immigration, Law/Legal Issues","Boston, MA","Power & Politics, Social Issues",Boston,MA,US,Northeast
Matt Ferrell,matt-ferrell,Undecided with Matt Ferrell,https://www.youtube.com/@UndecidedMF,Video - YouTube,,,,,,,Tech,Massachussetts - US,Money & Work,,Massachussetts,US,
Matt Laslo,matt-laslo,Ask a Pol,https://www.askapolpolitics.com,Newsletter - Substack,,,,,,,Politics,"Washington, D.C.",Power & Politics,Washington,D.C.,,
Matt Pearce,matt-pearce,Rebuild Local News,https://mattdpearce.substack.com,Newsletter - Substack,,,,,,,Media/Power,National - US,Culture & Media,,,US,National
Matt Stoller,matt-stoller,BIG,https://www.thebignewsletter.com,Newsletter - Substack,,,,,,,"History, Finance/Economics","Washington, D.C.","Money & Work, Culture & Media",Washington,D.C.,,
Matt Taibbi,matt-taibbi,Racket News,https://www.racket.news,Newsletter - Ghost,,,,,,,"Politics, Culture, Media/Power",New Jersey - US,"Power & Politics, Culture & Media",,NJ,US,Northeast
Matt Yglesias,matt-yglesias,Slow Boring,https://www.slowboring.com,Newsletter - Substack,Social - Twitter / X,,,,,,"Finance/Economics, Politics","Washington, D.C.","Power & Politics, Money & Work",Washington,D.C.,,
Matthew Beat,matthew-beat,Mr. Beat,https://www.youtube.com/channel/UCmYesELO6axBrCuSpf7S9DQ,Video - YouTube,Video - TikTok,https://www.tiktok.com/@iammrbeat,,,,,"History, Education","Lawrence, KS","Civic Life, Culture & Media",Lawrence,KS,US,Midwest
Matthew C. Klein,matthew-c-klein,The Overshoot,https://theovershoot.co,Newsletter - Substack,,,,,,,Finance/Economics,"San Francisco, CA",Money & Work,San Francisco,CA,US,West
Matthew Dickey,matthew-dickey,Street Scape Curator,https://www.instagram.com/streetscapecurator,Video - Instagram,,,,,,,"Local News, Architecture, Photography","Boston, MA","Civic Life, Culture & Media",Boston,MA,US,Northeast
Matthew Zeitlin,matthew-zeitlin,Footnoted,https://www.footnoted.com,Newsletter - Beehiiv,,,,,,,Law/Legal Issues,National - US,Power & Politics,,,US,National
Mattia Peretti,mattia-peretti,News Alchemists,https://www.newsalchemists.com,Newsletter - Ghost,,,,,,,"Media/Power, Tech, Careers",United Kingdom,"Money & Work, Culture & Media",,,United Kingdom,International
Mattie Hanley,mattie-hanley,hungry_hungry_hanley,https://www.instagram.com/hungry_hungry_hanley,Video - Instagram,,,,,,,Restaurants,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Mauna Eats Chicago,mauna-eats-chicago,Mauna Eats Chicago,https://www.tiktok.com/@maunaeatschicago,Video - TikTok,,,,,,,"Restaurants, Food, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Maureen Kelleher,maureen-kelleher,Board Rule,https://board-rule.ghost.io,Newsletter - Ghost,,,,,,,"Local News, Government Accountability, Politics","Chicago, IL","Power & Politics, Civic Life",Chicago,IL,US,Midwest
Max Karlinsky,max-karlinsky,Distant Elephant,https://www.tiktok.com/@distant.elephant,Video - TikTok,Video - TikTok,https://www.tiktok.com/@distant.elephant,,,,,"Explanatory, World, Architecture","Los Angeles, CA","General News, Culture & Media, Journalism Formats",Los Angeles,CA,US,West
Max Towey,max-towey,Ride the News,https://www.instagram.com/ridethenews,Video - Instagram,,,,,,,"Explanatory, General News","New York, NY","General News, Journalism Formats",New York,NY,US,Northeast
Mcamila Gallegor,mcamila-gallegor,Chicago Food Guide,https://www.tiktok.com/@chicagofoodguide,Video - TikTok,,,,,,,"Things to do, Restaurants, Recipes, Food, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Meena Thiruvengadam,meena-thiruvengadam,Travel with Meena,https://travelwithmeena.com,Website,,,,,,,Travel,"Chicago, IL",Lifestyle & Personal Life,Chicago,IL,US,Midwest
Meg,meg,District By Meg,https://www.instagram.com/districtbymeg,Video - Instagram,,,,,,,Things to do,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Megalag,megalag,The Honey Trap,https://www.youtube.com/@MegaLag,Video - YouTube,,,,,,,"Investigative, Tech, World",International,"Money & Work, General News, Journalism Formats",,,,International
Megan Schibelka,megan-schibelka,Megan Schibelka,https://www.tiktok.com/@meganschibelka,Video - TikTok,,,,,,,"Things to do, Travel, Restaurants, Lifestyle, Food, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Meghan McCarthy,meghan-mccarthy,Maternie,maternie.com,Newsletter - Other,,,,,,,Health/Wellness,"Charleston, SC","Science, Health & Environment",Charleston,SC,US,South
Meghann Cuniff,meghann-cuniff,Legal Affairs and Trials,https://www.legalaffairsandtrials.com,Newsletter - Substack,,,,,,,"Law/Legal Issues, Entertainment/Hollywood","Los Angeles, CA","Power & Politics, Culture & Media",Los Angeles,CA,US,West
Mel Buer,mel-buer,Words About Work,https://www.wordsaboutwork.news,Newsletter - Ghost,,,,,,,"Activism, Labor/Workers Rights",National - US,"Social Issues, Money & Work",,,US,National
Melinda Wenner Moyer,melinda-wenner-moyer,Now What,https://melindawmoyer.substack.com,Newsletter - Substack,,,,,,,"Science, Parenting","New York, NY","Science, Health & Environment, Lifestyle & Personal Life",New York,NY,US,Northeast
Melissa Bunni Elian,melissa-bunni-elian,The Leveler News,https://www.thelevelernews.com,Website,,,,,,,Local News,New York - US,Civic Life,,New York,United States,Northeast
Melissa del Bosque,melissa-del-bosque,The Border Chronicle,https://www.theborderchronicle.com,Newsletter - Ghost,,,,,,,Immigration,"Tucson, AZ",Social Issues,Tucson,AZ,US,West
Mercedes Schneider,mercedes-schneider,Mercedes Schneider,https://deutsch29.wordpress.com,Website,,,,,,,Education,"New Orleans, LA",Civic Life,New Orleans,LA,US,South
Meredith Sell,meredith-sell,Women's Barbell Club,https://womensbarbellclub.substack.com,Newsletter - Substack,,,,,,,"Sports, Gender","Denver, CO","Social Issues, Lifestyle & Personal Life",Denver,CO,US,West
Michael Graff,michael-graff,Charlotte Optimist,https://charlotteoptimist.com,Newsletter - Beehiiv,,,,,,,"Local News, Positive News","Charlotte, NC","Civic Life, General News",Charlotte,NC,US,South
Michael Horn,michael-horn,The Future of Education,https://michaelbhorn.substack.com,Newsletter - Substack,,,,,,,"Education, Careers",National - US,"Civic Life, Money & Work",,,US,National
Michael Khieu,michael-khieu,King Khieu,https://www.instagram.com/king_khieu,Video - Instagram,,,,,,,General News,National - US,General News,,,US,National
Michael Liroff,michael-liroff,5-4 Pod,https://www.fivefourpod.com,Podcast,,,,,,,"Law/Legal Issues, Politics","New York, NY",Power & Politics,New York,NY,US,Northeast
Michael MacKelvie,michael-mackelvie,Michael MacKelvie,https://www.youtube.com/@michaelmackelvie​,Video - YouTube,,,,,,,"Sports, Explanatory",National - US,"Journalism Formats, Lifestyle & Personal Life",,,US,National
