Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region
Anne Kadet,anne-kadet,CAFÉ ANNE,https://annekadet.substack.com,Newsletter - Substack,,,,,,,"Local News, Comedy","New York, NY","Civic Life, Culture & Media",New York,NY,US,Northeast
Annmarie Gajdos,annmarie-gajdos,The World According to Annmarie,https://www.instagram.com/annmariegajdos,Video - Instagram,Video - Instagram,https://www.instagram.com/annmariegajdos,Video - TikTok,https://www.tiktok.com/@annmariegajdos,Newsletter - Substack,,"Culture, Travel, Sports, Gender","New York, NY","Social Issues, Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast
Ari Shapiro,ari-shapiro,Ari Shapiro,https://arishapiro.substack.com,Newsletter - Substack,,,,,,,Media/Power,"Washington, D.C.",Culture & Media,Washington,D.C.,,
Barb Warden,barb-warden,Golden Today,www.goldentoday.com,Website,,,,,,,Local News,Colorado - US,Civic Life,,CO,US,West
"Barbara ""Bob"" Allen",barbara-bob-allen,The College Journalism Newsletter,https://collegejournalism.beehiiv.com,Newsletter - Beehiiv,Newsletter - Beehiiv,,,,,,"Politics, Government Accountability",Pennsylvania,Power & Politics,,,,Pennsylvania
Becky Beamer,becky-beamer,This Is Not That Podcast,https://www.instagram.com/beckybeamer,Video - Instagram,Social - LinkedIn,https://www.linkedin.com/in/beckybeamer,,,,,"General News, Weather",California - US,"Civic Life, General News",,CA,US,West
Ben Camacho,ben-camacho,Inadvertent,inadvertent.substack.com,Newsletter - Substack,,,,,,,"Investigative, Local News, Government Accountability","Los Angeles, CA","Power & Politics, Civic Life, Journalism Formats",Los Angeles,CA,US,West
Bian Li,bian-li,The Regenerative Futurist,regenfuturist.substack.com,Newsletter - Substack,Social - Threads,https://www.threads.net/@regenfuturist,,,,,Politics,California - US,Power & Politics,,CA,US,West
Branden Andersen,branden-andersen,Newsberg,https://newsberg.org,Website,Video - Instagram,https://www.instagram.com/newsberg_,Social - Facebook,https://www.facebook.com/newsbergmedia,Social - BlueSky,https://bsky.app/profile/newsberg.org.bsky.social,"Local News, Local News",Oregon - US,Civic Life,,OR,US,West
Briahna Joy Grey,briahna-joy-grey,Bad Faith,https://www.youtube.com/@BadFaithPodcast,Podcast,Video - YouTube,,,,,,"Politics, Culture","Washington, D.C.","Power & Politics, Culture & Media",Washington,D.C.,,
Caitlin Schmidt,caitlin-schmidt,Tucson Spotlight,https://www.tucsonspotlight.org,Website,Video - Instagram,https://www.instagram.com/caitlincschmidt,,,,,Entertainment/Hollywood,"Atlanta, GA",Culture & Media,Atlanta,GA,US,South
Camille Copeland,camille-copeland,Generocity,https://generocity.org,Website,,,,,,,Education,"Los Angeles, CA",Civic Life,Los Angeles,CA,US,West
Catilin Johnstone,catilin-johnstone,Caitlin's Newsletter,https://www.caitlinjohnst.one,Newsletter - Substack,,,,,,,"Politics, Foreign Policy",Australia,Power & Politics,,,Australia,International
Chas Hundley,chas-hundley,News in the Grove / Banks Post,https://www.newsinthegrove.com,Website,Social - BlueSky,https://bsky.app/profile/chashundley.bsky.social,Social - Facebook,https://www.facebook.com/facebook.com,,,Local News,Oregon - US,Civic Life,,OR,US,West
Clara Soteras,clara-soteras,clarasoteras.com,https://clarasoteras.com/en/books,Website,Social - LinkedIn,https://www.linkedin.com/in/clara-soteras-acosta,Social - Twitter / X,https://x.com/ClaraSoteras,Video - Instagram,https://www.instagram.com/clara_soteras,Media/Power,Spain,Culture & Media,,,Spain,International
Cody Short Johnson,cody-short-johnson,CoCo's Tea Media,https://www.tiktok.com/@codydonair,Video - TikTok,Video - Instagram,https://www.instagram.com/codydonair,,,,,"Local News, Identity/Belonging",Alabama - US,"Social Issues, Civic Life",,AL,US,South
Craig Mod,craig-mod,Craig Mod,https://craigmod.com/newsletters,Newsletter - Other,,,,,,,Photography,National - US,Culture & Media,,,US,National
Dan Boguslaw,dan-boguslaw,Deeper States,https://danboguslaw.substack.com,Newsletter - Substack,,,,,,,"Investigative, Politics, Government Accountability",National - US,"Power & Politics, Journalism Formats",,,US,National
Danielle Wallace,danielle-wallace,The Virtuous Creative,https://thevirtuouscreative.com,Website,,,,,,,"Faith/Religion, Business, Lifestyle",Alabama - US,"Social Issues, Money & Work, Lifestyle & Personal Life",,AL,US,South
Dario Durham,dario-durham,77 Flavors Of Chicago,https://www.77flavors.org,Website,,,,,,,"Restaurants, History, Culture, Local News","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Dave Cantor,dave-cantor,Red Onion Resources,https://redonionva.substack.com,Newsletter - Substack,,,,,,,"Local News, Crime, Law/Legal Issues, Investigative","Richmond, VA","Power & Politics, Civic Life, Journalism Formats",Richmond,VA,US,South
Dr. Becky Smethurst,dr-becky-smethurst,Dr. Becky,https://www.youtube.com/@DrBecky,Video - YouTube,,,,,,,Science,United Kingdom,"Science, Health & Environment",,,United Kingdom,International
Dr. Tenninger Kellenbarger,dr-tenninger-kellenbarger,Dirt Diaries,https://www.tiktok.com/@dirtdiaries_,Video - TikTok,,,,,,,"Art, History","Philadelphia, PA",Culture & Media,Philadelphia,PA,US,Northeast
Ethan Penner,ethan-penner,Rock Man Ethan,https://www.tiktok.com/@rockmanethan,Video - TikTok,Video - Instagram,https://www.instagram.com/rockmanethan,,,,,"Climate/Environment, Outdoors, Science",Colorado - US,"Science, Health & Environment, Lifestyle & Personal Life",,CO,US,West
Garnet Henderson,garnet-henderson,Autonomy News,https://www.autonomynews.co,Newsletter - Ghost,,,,,,,"Health/Wellness, Law/Legal Issues","New York, NY","Power & Politics, Science, Health & Environment",New York,NY,US,Northeast
Grant Hermes,grant-hermes,Make It Make Sense,https://mimsnewspod.substack.com,Newsletter - Substack,Video - TikTok,,,,,,"Education, Explanatory","Detroit, MI","Civic Life, Journalism Formats",Detroit,MI,US,Midwest
Greg Prince,greg-prince,Faith and Fear in Flushing,https://www.faithandfearinflushing.com,Website,,,,,,,"Sports, Local News","New York, NY","Civic Life, Lifestyle & Personal Life",New York,NY,US,Northeast
Guillaume Pley,guillaume-pley,Guillaume Pley,https://www.instagram.com/guillaumepley,Video - YouTube,,,,,,,General News,France,General News,,,France,International
Ilyssa Panitz,ilyssa-panitz,The Divorce Hour,https://ilyssapanitz.com,Website,,,,,,,Divorce,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Jamie Ward,jamie-ward,Cornfields & High Heels,https://hoopsinhenry.com/blog,Website,Social - Facebook,https://www.facebook.com/fieldsandheels,Video - Instagram,https://www.instagram.com/fieldsandheels,Social - Threads,https://www.threads.net/@fieldsandheels,Local News,Indiana - US,Civic Life,,IN,US,Midwest
Jason Fraley,jason-fraley,Beyond the Fame with Jason Fraley,https://www.beyondthefamepodcast.com,Podcast,,,,,,,"Film/Movies, Music, Entertainment/Hollywood, Comedy",Japan,Culture & Media,,,Japan,International
Jean Massiet,jean-massiet,Jean Massiet,https://www.twitch.tv/jeanmassiet,Video - Twitch,,,,,,,Government Accountability,France,Power & Politics,,,France,International
Jeffrey Bellone,jeffrey-bellone,MetsFix,https://themetropolitan.substack.com,Newsletter - Substack,,,,,,,"Sports, Local News","New York, NY","Civic Life, Lifestyle & Personal Life",New York,NY,US,Northeast
Jennifer Russell,jennifer-russell,The Woodbury Warbler,https://woodburywarbler.com,Website,,,,,,,"Local News, Things to do",New Jersey - US,"Civic Life, Lifestyle & Personal Life",,NJ,US,Northeast
Jeremy Singer-Vine,jeremy-singer-vine,Data Is Plural,https://www.data-is-plural.com,Newsletter - Other,,,,,,,Data Visualization,National - US,Journalism Formats,,,US,National
Jesse Brown,jesse-brown,CanadaLand,https://www.canadaland.com,Podcast,,,,,,,Media/Power,Canada,Culture & Media,,,Canada,International
Joey Scott,joey-scott,JoeyNeverJoe,https://www.instagram.com/joeyneverjoe,Video - Instagram,Newsletter - Beehiiv,https://hs-newsletter-e91163.beehiiv.com,,,,,Investigative,"Los Angeles, CA",Journalism Formats,Los Angeles,CA,US,West
Johanna Ferreira,johanna-ferreira,Johanna Ferreira,https://substack.com/@offtherecordwithjohannaferreira,Newsletter - Substack,Video - Instagram,https://www.instagram.com/cup_of_johanna,,,,,"Identity/Belonging, Culture, Health/Wellness","New York, NY","Social Issues, Science, Health & Environment, Culture & Media",New York,NY,US,Northeast
Jordan Kahana,jordan-kahana,Jordan Kahana,https://www.instagram.com/jordankahana,Video - Instagram,,,,,,,"Travel, Animals","Denver, CO",Lifestyle & Personal Life,Denver,CO,US,West
Justine Reix,justine-reix,Justine Reix,https://www.instagram.com/justinereix,Video - Instagram,,,,,,,Gender,France,Social Issues,,,France,International
Keith Bryant,keith-bryant,Keeping Up With Keith,https://www.tiktok.com/@keepingupwithkeith,Video - TikTok,Website,https://linktr.ee/keepingupwithkeith,,,,,Local News,"Washington, D.C.",Civic Life,Washington,D.C.,,
Kim Kelly,kim-kelly,Salvo,https://salvo.ghost.io,Newsletter - Ghost,,,,,,,"Labor/Workers Rights, Culture, History, Music","Philadelphia, PA","Money & Work, Culture & Media",Philadelphia,PA,US,Northeast
Laura Amico,laura-amico,Scene in Boston,https://www.sceneinboston.org,Newsletter - Ghost,,,,,,,"Local News, Entertainment/Hollywood, Culture","Boston, MA","Civic Life, Culture & Media",Boston,MA,US,Northeast
Leah Sottile,leah-sottile,The Western Edge,https://www.thewesternedge.media,Newsletter - Substack,,,,,,,"Local News, Investigative","Portland, OR","Civic Life, Journalism Formats",Portland,OR,US,West
Lena Situations,lena-situations,Lena Situations,https://www.youtube.com/@LenaSituations,Video - YouTube,,,,,,,Fashion,France,Lifestyle & Personal Life,,,France,International
Mabel Kabani,mabel-kabani,NEWSGIRLS,https://www.instagram.com/newsgirls.reports,Video - Instagram,,,,,,,"General News, Politics","New York, NY","Power & Politics, General News",New York,NY,US,Northeast
Malia Yoshioka,malia-yoshioka,Shoyu Sugar,https://www.shoyusugar.com/hawaii,Website,Video - Instagram,https://www.instagram.com/MaliaYoshioka,Social - LinkedIn,https://wwwlinkedin.com/in/MaliaYoshioka,Video - YouTube,https://www.youtube.com/@MaliaYoshioka,"Travel, Health/Wellness","Las Vegas, NV","Science, Health & Environment, Lifestyle & Personal Life",Las Vegas,NV,US,West
Mariel Garza,mariel-garza,Golden State,golden-state.org,Website,Social - BlueSky,https://bsky.app/profile/marielgarza.bsky.social,Newsletter - Substack,,,,"Identity/Belonging, Culture","Paris, France","Social Issues, Culture & Media",Paris,,France,International
Marissa Braswell ,marissa-braswell,Marissa Kerri,https://www.tiktok.com/@marissa__kerri,Video - TikTok,,,,,,,"Culture, Identity/Belonging",New Jersey - US,"Social Issues, Culture & Media",,NJ,US,Northeast
Maya Higa,maya-higa,Maya Higa,https://www.youtube.com/@mayahiga,Video - YouTube,,,,,,,"Animals, Science, Climate/Environment","Austin, TX","Science, Health & Environment, Lifestyle & Personal Life",Austin,TX,US,South
Maynard Okereke,maynard-okereke,Hip Hop Science,https://www.instagram.com/hiphopscienceshow,Video - Instagram,Video - YouTube,https://www.youtube.com/@HipHopScienceShow/videos,,,,,"Education, Science","Los Angeles, CA","Civic Life, Science, Health & Environment",Los Angeles,CA,US,West
Mcaila Wagna,mcaila-wagna,Mcaila Wagna,https://www.instagram.com/makilllla,Video - Instagram,,,,,,,"Climate/Environment, Outdoors, Travel",Canada,"Science, Health & Environment, Lifestyle & Personal Life",,,Canada,International
Megan Raposa,megan-raposa,SF Simplified,https://www.sfsimplified.com,Website,,,,,,,Local News,South Dakota,Civic Life,,,,South Dakota
Michael Wriston,michael-wriston,Project Salt Box,https://projectsaltbox.substack.com,Newsletter - Substack,,,,,,,"Government Accountability, Data Visualization","Baltimore, MD","Power & Politics, Journalism Formats",Baltimore,MD,US,South
Mikekel Robinson,mikekel-robinson,Mikekel's Media,https://www.mikekelsmedia.com,Website,Video - Instagram,https://www.instagram.com/mikekelsmedia,,,,,"Identity/Belonging, Education","Houston, TX","Social Issues, Civic Life",Houston,TX,US,South
Natalie Bencivenga ,natalie-bencivenga,Facts Over Fear,https://substack.com/@factsoverfearnatalieb,Newsletter - Substack,,,,,,,Local News,"Tuscon, AZ",Civic Life,Tuscon,AZ,US,West
Nicole Jeanine Johnson,nicole-jeanine-johnson,Nicole the News Lady,https://www.tiktok.com/@nicolethenewslady,Video - TikTok,Social - Facebook,,,,,,"Identity/Belonging, Local News, Politics","Chicago, IL","Power & Politics, Social Issues, Civic Life",Chicago,IL,US,Midwest
Nika Talbot,nika-talbot,Bold Types ,https://www.nikatalbot.io ,Newsletter - Substack,,,,,,,"Positive news, Travel, Culture",United Kingdom,"General News, Culture & Media, Lifestyle & Personal Life",,,United Kingdom,International
Nupur Singh,nupur-singh,nupur.singh,https://www.instagram.com/nupursin,Video - Instagram,Video - Instagram,https://www.instagram.com/nupursin,,,,,Travel,"Toronto, Canada",Lifestyle & Personal Life,Toronto,,Canada,International
Paige Tingey,paige-tingey,Paige Tingey,https://www.instagram.com/paige_tingey,Video - Instagram,,,,,,,"Travel, Photography",Utah - US,"Culture & Media, Lifestyle & Personal Life",,UT,US,West
Petula Dvorak,petula-dvorak,Persisters,https://petuladvorak.substack.com,Newsletter - Substack,,,,,,,Local News,"Washington, D.C.",Civic Life,Washington,D.C.,,
Rachel Hunt,rachel-hunt,Gen Z Translator / Cancer by Cancer Patients,"https://genztranslator.substack.com, https://cancerbycancerpatients.substack.com",Newsletter - Substack,Video - Instagram,https://www.instagram.com/byrachelshunt,,,,,"Cancer, Gen-Z","Phoenix, AZ","Science, Health & Environment, Culture & Media",Phoenix,AZ,US,West
Richard Norman,richard-norman,"Besides That, Basketball",https://www.tiktok.com/@besidesthatbasketball,Video - TikTok,Video - Instagram,https://www.instagram.com/besidesthatbasketball,,,,,Local News,California - US,Civic Life,,CA,US,West
Roger Sollenberger,roger-sollenberger,The Memo,https://sollenbergerrc.substack.com,Newsletter - Substack,,,,,,,"Politics, Investigative",National - US,"Power & Politics, Journalism Formats",,,US,National
Ryan Haas,ryan-haas,The Western Edge,https://www.thewesternedge.media,Newsletter - Substack,,,,,,,"Local News, Investigative","Portland, OR","Civic Life, Journalism Formats",Portland,OR,US,West
Sara Faddah,sara-faddah,77 Flavors Of Chicago,https://www.77flavorschi.com,Website,,,,,,,"Restaurants, History, Culture, Local News","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Serena Maria Daniels,serena-maria-daniels,Midwest Mexican,https://midwestmexican.substack.com,Newsletter - Substack,,,,,,,Food,"Detroit, MI",Lifestyle & Personal Life,Detroit,MI,US,Midwest
Susan Rinkunas,susan-rinkunas,Autonomy News,https://www.autonomynews.co,Newsletter - Ghost,,,,,,,"Health/Wellness, Law/Legal Issues","New York, NY","Power & Politics, Science, Health & Environment",New York,NY,US,Northeast
Tanya Badillo,tanya-badillo,Tanya Badillo,https://www.instagram.com/tanyabadillo,Video - Instagram,,,,,,,"Travel, Outdoors, Identity/Belonging","Seatlle, WA","Social Issues, Lifestyle & Personal Life",Seatlle,WA,US,West
Tara Powell-Blackwell,tara-powell-blackwell,MissPtv,http://linkedin.com/tarapblackwellmba,Social - LinkedIn,Video - Instagram,http://instagram.com/misstp90,,,,,"Tech, Lifestyle",North Carolina - US,"Money & Work, Lifestyle & Personal Life",,NC,US,South
Tatyana Arrington ,tatyana-arrington,What The Film,https://www.instagram.com/whatthefilmshow_,Video - Instagram,Video - Instagram,https://www.instagram.com/xotatyana,,,,,Sports,"Chicago, IL",Lifestyle & Personal Life,Chicago,IL,US,Midwest
The Pudding,the-pudding,The Pudding,https://pudding.cool,Chat - SMS,,,,,,,Data Visualization,National - US,Journalism Formats,,,US,National
Victoria Elena Valenzuela,victoria-elena-valenzuela,With My Heart,https://victoriaevalenzuela.substack.com,Newsletter - Substack,Social - Twitter / X,https://x.com/Victoriaevalenz,Social - BlueSky,https://bsky.app/profile/vevalenz.bsky.social,Social - LinkedIn,https://www.linkedin.com/in/victoria-valenzuela-14a603191,Criminal Justice,"Los Angeles, CA",Social Issues,Los Angeles,CA,US,West
Wren Woodson,wren-woodson,NEWSGIRLS,https://www.instagram.com/newsgirls.reports,Video - Instagram,,,,,,,"General News, Politics","New York, NY","Power & Politics, General News",New York,NY,US,Northeast
Zineb Haddaji,zineb-haddaji,Photography of Zineb,https://www.linkedin.com/in/zineb-haddaji-54907a2a3,Social - LinkedIn,Video - Instagram,https://www.instagram.com/photographyofzineb,Social - Twitter / X,,Social - LinkedIn,https://www.linkedin.com/in/Zineb,Local News,"Phoenix, AZ",Civic Life,Phoenix,AZ,US,West
Joanna Stern,joanna-stern,Thisismynextthing,https://www.thisismynexthing.com,Website,,,,,,,Tech,National - US,Money & Work,,,US,National
Max Levy,max-levy,Sequencer Magazine,https://www.sequencermag.com,Newsletter - Ghost,,,,,,,"Science, Health/Wellness, Climate/Environment","Los Angeles, CA","Science, Health & Environment",Los Angeles,CA,US,West
