handle,name,status,followers_count,posts_count,indexed_at,error_reason,fetched_at
akhilreedamar.bsky.social,Akhil Reed Amar,ok,41,0,2025-08-24T02:48:17.697Z,,2026-07-01T16:58:53.157103+00:00
imanibarbarin.bsky.social,Imani Barbarin,ok,68521,319,2025-11-13T19:11:05.255Z,,2026-07-01T16:58:53.509299+00:00
matthewcort.land,Matthew Cortland,ok,32323,4976,2026-06-10T16:36:21.972Z,,2026-07-01T16:58:53.866811+00:00
apulrang.bsky.social,Andrew Pulrang,ok,4547,1136,2025-02-21T17:31:20.444Z,,2026-07-01T16:58:54.239789+00:00
cgbryant.bsky.social,Christian Bryant,ok,54,71,2025-04-09T15:25:00.074Z,,2026-07-01T16:58:54.596859+00:00
joepojr.bsky.social,Joe Polito,ok,272,83,2024-12-06T18:37:37.447Z,,2026-07-01T16:58:54.947627+00:00
seanhammond.bsky.social,Sean Hammond,ok,1527,2079,2026-06-18T15:49:24.275Z,,2026-07-01T16:58:55.305579+00:00
garthgreenwell.bsky.social,Garth Greenwell,ok,11894,457,2025-08-22T18:27:45.399Z,,2026-07-01T16:58:55.666998+00:00
robinsonmeyer.bsky.social,Robinson Meyer,ok,44809,3490,2026-04-27T16:06:00.649Z,,2026-07-01T16:58:56.012201+00:00
kh6jrm.bsky.social,Russ Roberts,ok,4,2,2026-03-04T00:27:44.463Z,,2026-07-01T16:58:56.390146+00:00
skandaamarnath.bsky.social,Skanda Amarnath,ok,17064,769,2024-12-01T06:19:06.646Z,,2026-07-01T16:58:58.687332+00:00
aleach.ca,Andrew Leach,ok,10389,242,2024-11-15T20:01:14.129Z,,2026-07-01T16:58:59.212375+00:00
brittwray.bsky.social,Britt Wray,ok,780,46,2025-07-07T12:58:01.733Z,,2026-07-01T16:58:59.573128+00:00
kingsmillbond.bsky.social,Kingsmill Bond,ok,577,6,2025-02-05T17:10:05.545Z,,2026-07-01T16:58:59.973251+00:00
leahstokes.bsky.social,Leah Stokes,ok,63318,920,2026-06-23T15:23:52.270Z,,2026-07-01T16:59:00.382039+00:00
toddzilla72.bsky.social,Todd Moss,ok,148,29,2025-04-16T03:54:00.074Z,,2026-07-01T16:59:00.774296+00:00
betsyladyzhets.bsky.social,Betsy Ladyzhets,ok,9658,929,2025-08-13T04:23:44.100Z,,2026-07-01T16:59:01.126886+00:00
ccriadoperez.bsky.social,Caroline Criado Perez,ok,7467,53,2024-01-20T05:19:47.936Z,,2026-07-01T16:59:01.477188+00:00
celinegounder.com,Celine Gounder,ok,17093,770,2026-04-13T14:15:43.053Z,,2026-07-01T16:59:01.832999+00:00
edyong209.bsky.social,Ed Yong,ok,241874,55969,2024-04-09T01:36:00.310Z,,2026-07-01T16:59:02.177563+00:00
lauriegarrett1.bsky.social,Laurie Garrett,ok,212,227,2025-12-08T23:14:17.923Z,,2026-07-01T16:59:02.536159+00:00
deanbaker13.bsky.social,Dean Baker,ok,30396,7934,2024-01-20T05:44:06.050Z,,2026-07-01T16:59:02.894379+00:00
johnrussell40.bsky.social,John Russell,ok,392,931,2025-11-29T17:18:26.927Z,,2026-07-01T16:59:03.254160+00:00
sarahljaffe.bsky.social,Sarah Jaffe,ok,13255,136,2024-09-10T18:06:11.923Z,,2026-07-01T16:59:03.607592+00:00
teddyostrow.bsky.social,Teddy Ostrow,ok,209,1,2024-01-20T05:52:17.512Z,,2026-07-01T16:59:03.957744+00:00
ad-mastro.bsky.social,Addison Del Mastro,ok,1137,6563,2026-04-08T14:11:50.755Z,,2026-07-01T16:59:04.357761+00:00
davidzipper.bsky.social,David Zipper,ok,25283,10820,2026-03-16T20:38:17.949Z,,2026-07-01T16:59:04.730979+00:00
samswey.bsky.social,Samuel Sinyangwe,ok,7868,25,2024-01-20T05:45:54.241Z,,2026-07-01T16:59:05.103783+00:00
mmangrum.bsky.social,Meghan Mangrum,ok,63,1,2024-12-04T22:08:08.746Z,,2026-07-01T16:59:05.475110+00:00
audreywatters.bsky.social,Audrey Watters,ok,2918,85,2026-05-18T20:20:55.271Z,,2026-07-01T16:59:05.814398+00:00
vanjackson.bsky.social,Van Jackson,ok,3879,1646,2025-10-22T02:19:18.451Z,,2026-07-01T16:59:06.373748+00:00
jackmurphyrgr.bsky.social,Jack Murphy,ok,12015,5459,2026-06-24T16:04:20.462Z,,2026-07-01T16:59:06.792350+00:00
dmitri.silverado.org,Dmitri Alperovitch,ok,29354,530,2024-11-23T20:34:18.845Z,,2026-07-01T16:59:07.335206+00:00
amaraljordi.bsky.social,Jordi Amaral,ok,746,142,2024-07-16T22:25:19.873Z,,2026-07-01T16:59:07.746760+00:00
juliaangwin.com,Julia Angwin,ok,41380,533,2026-03-22T14:14:28.658Z,,2026-07-01T16:59:08.136934+00:00
jessicahuseman.bsky.social,Jessica Huseman,ok,17572,1186,2026-03-13T16:55:06.370Z,,2026-07-01T16:59:08.549970+00:00
leedrutman.bsky.social,Lee Drutman,ok,11486,840,2026-03-05T21:34:15.055Z,,2026-07-01T16:59:09.209559+00:00
elisabethbik.bsky.social,Elisabeth Bik,ok,52347,3450,2026-06-17T23:24:57.661Z,,2026-07-01T16:59:09.591655+00:00
dereklowe.bsky.social,Derek Lowe,ok,16664,2554,2025-02-06T18:33:34.044Z,,2026-07-01T16:59:09.994210+00:00
yawumiller.bsky.social,Yawu Miller,ok,779,352,2025-07-18T19:58:00.733Z,,2026-07-01T16:59:10.393914+00:00
nickvalencianews.bsky.social,Nick Valencia,ok,9235,23,2026-05-28T02:03:30.766Z,,2026-07-01T16:59:10.793093+00:00
francescadonner.bsky.social,Francesca Donner,ok,121,5,2025-01-11T12:18:31.043Z,,2026-07-01T16:59:11.195560+00:00
jonathanrabb.bsky.social,Jonathan Rabb,ok,23,0,2024-01-20T06:00:41.410Z,,2026-07-01T16:59:11.596066+00:00
packym.bsky.social,Packy McCormick,ok,1612,7,2024-01-20T06:04:01.905Z,,2026-07-01T16:59:11.994637+00:00
ikimus.bsky.social,Trung Phan,ok,733,0,2024-11-19T21:05:06.266Z,,2026-07-01T16:59:12.397040+00:00
densifytcg.bsky.social,Dave Amos,ok,11,10,2025-10-22T20:08:44.751Z,,2026-07-01T16:59:12.799483+00:00
rmtransit.bsky.social,Reece Martin,ok,17888,4563,2026-06-29T18:51:09.427Z,,2026-07-01T16:59:13.397013+00:00
ohtheurbanity.bsky.social,Oh The Urbanity!,ok,23199,7162,2026-06-28T11:15:23.665Z,,2026-07-01T16:59:13.797876+00:00
miamulder.bsky.social,Mia Mulder,ok,18839,1030,2026-03-05T10:31:45.352Z,,2026-07-01T16:59:14.194452+00:00
sophiefrommars.bsky.social,Sophie from Mars,ok,5907,3782,2026-05-03T23:36:46.662Z,,2026-07-01T16:59:14.541327+00:00
andrewsage.bsky.social,Andrew Sage,ok,2630,30,2025-04-24T14:30:42.371Z,,2026-07-01T16:59:15.000184+00:00
alexander-avila.bsky.social,Alexander Avila,ok,6369,156,2025-09-19T14:39:32.898Z,,2026-07-01T16:59:15.402175+00:00
attorneyryan.bsky.social,Attorney Ryan,ok,5820,119,2024-11-14T01:19:49.273Z,,2026-07-01T16:59:15.804720+00:00
blairimani.bsky.social,Blair Imani,ok,4003,12,2025-01-29T00:30:11.343Z,,2026-07-01T16:59:16.144010+00:00
cheyennelin.bsky.social,Cheyenne Lin,ok,1399,1347,2026-03-17T16:57:10.347Z,,2026-07-01T16:59:16.600124+00:00
gsm7.bsky.social,Gabriel Sanchez,ok,46,1,2024-01-20T08:18:12.774Z,,2026-07-01T16:59:17.001897+00:00
laurengreennn.bsky.social,Lauren Green,ok,48,0,2024-12-19T15:07:27.344Z,,2026-07-01T16:59:17.406757+00:00
esteeland.bsky.social,Estee,ok,1144,5110,2026-04-25T05:15:38.647Z,,2026-07-01T16:59:17.800543+00:00
katewagnerschleigh.bsky.social,Kate Wagner,ok,109,8,2025-08-14T14:54:28.299Z,,2026-07-01T16:59:18.211458+00:00
dancarlin.bsky.social,Dan Carlin,ok,21314,479,2025-12-22T20:42:43.524Z,,2026-07-01T16:59:18.598594+00:00
kenlayne.bsky.social,Ken Layne,ok,1097,40,2024-12-05T04:46:53.946Z,,2026-07-01T16:59:19.001834+00:00
theanthonydavis.bsky.social,Anthony Davis,ok,128609,0,2026-04-26T22:34:37.447Z,,2026-07-01T16:59:19.402570+00:00
kthalps.bsky.social,Katie Halper,ok,7482,1,2024-01-20T05:37:08.833Z,,2026-07-01T16:59:19.803462+00:00
michaelhobbes.bsky.social,Michael Hobbes,ok,195389,8850,2024-01-20T05:11:20.638Z,,2026-07-01T16:59:20.204236+00:00
yrfatfriend.bsky.social,Aubrey Gordon,ok,32065,707,2026-04-13T05:35:41.151Z,,2026-07-01T16:59:20.600925+00:00
sarahmarshall.bsky.social,Sarah Marshall,ok,113,4,2024-11-15T15:37:49.252Z,,2026-07-01T16:59:21.056814+00:00
travisview.bsky.social,Travis View,ok,51307,581,2024-11-14T19:40:57.434Z,,2026-07-01T16:59:21.602995+00:00
jakerockatansky.bsky.social,Jake Rockatansky,ok,2578,52,2024-12-03T06:16:48.149Z,,2026-07-01T16:59:22.007653+00:00
nathanrobinson.bsky.social,Nathan Robinson,ok,291,22,2024-11-26T09:58:53.146Z,,2026-07-01T16:59:22.403657+00:00
samseder.bsky.social,Sam Seder,ok,57544,25,2024-01-20T05:30:58.387Z,,2026-07-01T16:59:22.803875+00:00
glennkirschner.bsky.social,Glenn Kirschner,ok,311525,1119,2026-02-21T22:48:29.748Z,,2026-07-01T16:59:23.205982+00:00
peterzeihan.bsky.social,Peter Zeihan,ok,5879,0,2024-02-08T14:36:10.579Z,,2026-07-01T16:59:23.605681+00:00
devorydarkins.bsky.social,DeVory Darkins,ok,27,2,2024-11-18T21:23:14.445Z,,2026-07-01T16:59:24.012835+00:00
farronbalanced.bsky.social,Farron Cousins,ok,17369,141,2026-01-06T08:38:36.424Z,,2026-07-01T16:59:24.409713+00:00
dollemore.com,Jesse Dollemore,ok,40954,504,2024-12-21T19:10:59.243Z,,2026-07-01T16:59:24.809988+00:00
rolandsmartin.bsky.social,Roland S. Martin,ok,28858,668,2024-11-19T12:49:00.406Z,,2026-07-01T16:59:25.206214+00:00
yurifernandes1.bsky.social,Yuri Fernandes,ok,49,9,2024-08-31T13:59:33.196Z,,2026-07-01T16:59:25.610373+00:00
joaomiguellago.bsky.social,Miguel Lago,ok,2,0,2025-02-09T13:01:49.046Z,,2026-07-01T16:59:26.010086+00:00
gufalei.bsky.social,Gustavo Faleiros,ok,137,14,2025-07-01T18:11:48.633Z,,2026-07-01T16:59:26.366308+00:00
lynnngugi.bsky.social,Lynn Ngugi,ok,14,0,2024-11-28T08:24:00.445Z,,2026-07-01T16:59:26.815485+00:00
kikimordi.bsky.social,Kiki Mordi,ok,214,5,2024-11-13T19:10:22.077Z,,2026-07-01T16:59:27.417213+00:00
rgameyer.bsky.social,Ruona Meyer,ok,148,39,2024-01-20T07:37:28.062Z,,2026-07-01T16:59:27.814805+00:00
janefriedman.com,Jane Friedman,ok,8821,12927,2026-04-02T22:54:46.947Z,,2026-07-01T16:59:28.221980+00:00
marcuscleaver.bsky.social,Marcus Cleaver,ok,49,22,2024-11-16T20:27:14.189Z,,2026-07-01T16:59:28.613397+00:00
garystager.bsky.social,Gary Stager,ok,1039,797,2024-11-14T19:48:20.042Z,,2026-07-01T16:59:28.954345+00:00
greenhousenyt.bsky.social,Steven Greenhouse,ok,8176,267,2024-01-20T07:53:01.956Z,,2026-07-01T16:59:29.418183+00:00
ethanclark.bsky.social,Ethan Clark,ok,385,267,2026-02-22T07:06:47.950Z,,2026-07-01T16:59:29.817049+00:00
kateschneider.bsky.social,Kate Schneider,ok,2759,79,2026-04-18T11:35:46.849Z,,2026-07-01T16:59:30.217451+00:00
brittneymac15.bsky.social,Brittney McNamara,ok,1469,83,2026-05-21T03:22:49.465Z,,2026-07-01T16:59:30.619310+00:00
jacobacarter.bsky.social,Jacob Carter,ok,20,4,2024-11-15T19:12:30.526Z,,2026-07-01T16:59:31.016257+00:00
mshellenberger.bsky.social,Michael Shellenberger,ok,1092,23,2024-11-26T17:17:56.345Z,,2026-07-01T16:59:31.370234+00:00
rachelgilmore.bsky.social,Rachel Gilmore,ok,95629,6696,2025-09-12T17:20:44.599Z,,2026-07-01T16:59:31.817800+00:00
virsanghvi.bsky.social,Vir Sanghvi,ok,60,3,2024-11-15T09:56:51.846Z,,2026-07-01T16:59:32.823789+00:00
ekhornbeck.bsky.social,Phillip Lewis,ok,295,0,2026-01-27T19:14:56.446Z,,2026-07-01T16:59:33.626983+00:00
zacbowling.com,Zac Bowling,ok,2419,328,2024-12-05T04:51:27.946Z,,2026-07-01T16:59:34.028385+00:00
richheydarian.bsky.social,Richard Heydarian,ok,119,5,2024-12-23T15:52:39.243Z,,2026-07-01T16:59:34.376929+00:00
landmanspeaking.bsky.social,Keren Landman,ok,4982,184,2025-04-22T20:46:15.773Z,,2026-07-01T16:59:34.717750+00:00
fraserjones.net,Fraser Jones,ok,67,2,2024-11-16T22:31:20.247Z,,2026-07-01T16:59:35.227319+00:00
todmaffin.com,Tod Maffin,ok,30159,2837,2026-06-27T19:54:56.567Z,,2026-07-01T16:59:35.628664+00:00
chasecain.bsky.social,Chase Cain,ok,10408,35,2026-06-09T21:54:53.959Z,,2026-07-01T16:59:36.027302+00:00
rashmee.bsky.social,Rashmee Roshan Lall,ok,252,2479,2025-07-02T23:15:04.032Z,,2026-07-01T16:59:36.427104+00:00
kwasbeb.bsky.social,Jack Werner,ok,3189,210,2024-01-20T07:01:16.707Z,,2026-07-01T16:59:36.830626+00:00
evanlovett.bsky.social,Evan Lovett,ok,2,1,2025-02-16T17:30:30.346Z,,2026-07-01T16:59:37.230623+00:00
jmundok.bsky.social,Jason Mundok,ok,20,19,2025-03-15T10:43:58.639Z,,2026-07-01T16:59:37.590299+00:00
lizneeley.bsky.social,Liz Neeley,ok,21657,11441,2026-06-27T06:01:42.366Z,,2026-07-01T16:59:38.033377+00:00
seannaylor.bsky.social,Sean Naylor,ok,58,18,2026-02-05T22:48:47.745Z,,2026-07-01T16:59:38.392707+00:00
stephwilliams.bsky.social,Stephanie Williams,ok,9977,1715,2025-01-31T05:04:09.244Z,,2026-07-01T16:59:38.830471+00:00
tedgioia.bsky.social,Ted Gioia,ok,8020,72,2024-01-20T07:42:18.963Z,,2026-07-01T16:59:39.230971+00:00
joseiswriting.bsky.social,Jose Antonio Vargas,ok,709,30,2025-07-08T21:59:20.633Z,,2026-07-01T16:59:39.631513+00:00
taylordahlin.com,Taylor Dahlin,ok,9560,32370,2026-03-04T01:59:32.952Z,,2026-07-01T16:59:40.039284+00:00
jasmine.bsky.social,Jasmine Sun,ok,3038,148,2026-02-27T21:37:19.048Z,,2026-07-01T16:59:40.432848+00:00
popville.bsky.social,Popville,ok,8483,5682,2026-02-11T19:58:26.044Z,,2026-07-01T16:59:40.833093+00:00
livingwf8.bsky.social,Geoff Livingston,ok,118,182,2024-11-16T11:11:56.272Z,,2026-07-01T16:59:41.234715+00:00
joeflood.bsky.social,Joe Flood,ok,1245,736,2026-01-20T21:43:32.324Z,,2026-07-01T16:59:41.630839+00:00
markalanandre.bsky.social,Mark Alan Andre,ok,79,56,2024-01-20T06:22:02.945Z,,2026-07-01T16:59:42.031225+00:00
housethacker.bsky.social,Paul Thacker,ok,6,0,2024-11-18T13:51:38.848Z,,2026-07-01T16:59:42.435496+00:00
philmartin.bsky.social,Phil Martin,ok,393,211,2026-04-08T09:14:53.345Z,,2026-07-01T16:59:42.834653+00:00
valerieplesch.bsky.social,Valerie Plesch,ok,74,2,2025-02-08T05:19:46.045Z,,2026-07-01T16:59:43.230892+00:00
sharonyang.bsky.social,Sharon Yang,ok,298,7,2024-01-20T06:01:44.465Z,,2026-07-01T16:59:43.632074+00:00
cjmadison.bsky.social,Cesar Madison Tapia,ok,1,1,2024-11-14T01:56:24.892Z,,2026-07-01T16:59:44.033525+00:00
april.social,April,ok,14852,1435,2026-06-03T14:03:19.169Z,,2026-07-01T16:59:44.436652+00:00
davidhortonn.bsky.social,David Horton,ok,155,0,2024-07-10T17:54:09.881Z,,2026-07-01T16:59:44.840159+00:00
lannazys.bsky.social,Lanna,ok,2024,238,2024-09-06T22:29:53.522Z,,2026-07-01T16:59:45.236734+00:00
thesingingsam.bsky.social,Samara Singer,ok,36,19,2024-11-20T04:13:03.671Z,,2026-07-01T16:59:45.594487+00:00
timebner.bsky.social,Tim Ebner,ok,122,11,2024-01-20T07:25:08.783Z,,2026-07-01T16:59:46.034963+00:00
felipecardenas.bsky.social,Felipe Cardenas,ok,2861,184,2026-01-29T13:49:40.048Z,,2026-07-01T16:59:46.437435+00:00
kevinroose.com,Kevin,ok,63581,102,2024-11-21T23:59:07.852Z,,2026-07-01T16:59:46.866085+00:00
apmresearchlab.org,AP,ok,3658,254,2025-07-16T13:10:38.432Z,,2026-07-01T16:59:47.214704+00:00
visnereceli.bsky.social,Recel,ok,292,7,2025-04-03T19:56:18.092Z,,2026-07-01T16:59:47.671619+00:00
nicolefoy.bsky.social,Nicole,ok,18912,311,2026-02-24T03:07:40.648Z,,2026-07-01T16:59:48.063945+00:00
bridgettodd.bsky.social,Bridget Todd,ok,10067,92,2024-01-20T05:48:40.861Z,,2026-07-01T16:59:48.413128+00:00
jessica123456789.bsky.social,Jessica Nguyen,ok,142,7,2024-09-29T06:18:23.108Z,,2026-07-01T16:59:48.866534+00:00
lmorris-author.bsky.social,Lisa Morris,ok,748,230,2025-11-18T14:10:20.951Z,,2026-07-01T16:59:49.264636+00:00
annatran.bsky.social,Anna Tran,ok,598,0,2024-01-20T07:58:02.982Z,,2026-07-01T16:59:49.671128+00:00
taradublinrocks.com,Tara,ok,99506,5804,2026-06-24T00:21:40.163Z,,2026-07-01T16:59:50.066117+00:00
cassandrastone.bsky.social,Cassandra Stone,ok,120,10,2026-01-26T22:08:20.555Z,,2026-07-01T16:59:50.465075+00:00
